IID	Ethnicity
HG02771	1000g_AFR
HG02772	1000g_AFR
HG02774	1000g_SAS
HG02775	1000g_SAS
HG02778	1000g_SAS
HG02780	1000g_SAS
HG02783	1000g_SAS
HG02784	1000g_SAS
HG02786	1000g_SAS
HG02787	1000g_SAS
HG02789	1000g_SAS
HG02790	1000g_SAS
HG02792	1000g_SAS
HG02793	1000g_SAS
HG02798	1000g_AFR
HG02799	1000g_AFR
HG02804	1000g_AFR
HG02805	1000g_AFR
HG02807	1000g_AFR
HG02808	1000g_AFR
HG02810	1000g_AFR
HG02811	1000g_AFR
HG02813	1000g_AFR
HG02814	1000g_AFR
HG02816	1000g_AFR
HG02817	1000g_AFR
HG02819	1000g_AFR
HG02820	1000g_AFR
HG02836	1000g_AFR
HG02837	1000g_AFR
HG02839	1000g_AFR
HG02840	1000g_AFR
HG02851	1000g_AFR
HG02852	1000g_AFR
HG02854	1000g_AFR
HG02855	1000g_AFR
HG02860	1000g_AFR
HG02861	1000g_AFR
HG02870	1000g_AFR
HG02878	1000g_AFR
HG02879	1000g_AFR
HG02881	1000g_AFR
HG02882	1000g_AFR
HG02884	1000g_AFR
HG02885	1000g_AFR
HG02887	1000g_AFR
HG02888	1000g_AFR
HG02890	1000g_AFR
HG02891	1000g_AFR
HG02895	1000g_AFR
HG02896	1000g_AFR
HG02922	1000g_AFR
HG02923	1000g_AFR
HG02938	1000g_AFR
HG02941	1000g_AFR
HG02943	1000g_AFR
HG02944	1000g_AFR
HG02946	1000g_AFR
HG02947	1000g_AFR
HG02952	1000g_AFR
HG02953	1000g_AFR
HG02968	1000g_AFR
HG02970	1000g_AFR
HG02971	1000g_AFR
HG02973	1000g_AFR
HG02974	1000g_AFR
HG02976	1000g_AFR
HG02977	1000g_AFR
HG02979	1000g_AFR
HG02981	1000g_AFR
HG02982	1000g_AFR
HG02983	1000g_AFR
HG03006	1000g_SAS
HG03007	1000g_SAS
HG03009	1000g_SAS
HG03012	1000g_SAS
HG03015	1000g_SAS
HG03016	1000g_SAS
HG03018	1000g_SAS
HG03019	1000g_SAS
HG03021	1000g_SAS
HG03022	1000g_SAS
HG03024	1000g_AFR
HG03025	1000g_AFR
HG03027	1000g_AFR
HG03028	1000g_AFR
HG03039	1000g_AFR
HG03040	1000g_AFR
HG03045	1000g_AFR
HG03046	1000g_AFR
HG03048	1000g_AFR
HG03049	1000g_AFR
HG03052	1000g_AFR
HG03054	1000g_AFR
HG03055	1000g_AFR
HG03057	1000g_AFR
HG03058	1000g_AFR
HG03060	1000g_AFR
HG03061	1000g_AFR
HG03063	1000g_AFR
HG03064	1000g_AFR
HG03066	1000g_AFR
HG03069	1000g_AFR
HG03072	1000g_AFR
HG03073	1000g_AFR
HG03074	1000g_AFR
HG03077	1000g_AFR
HG03078	1000g_AFR
HG03079	1000g_AFR
HG03081	1000g_AFR
HG03082	1000g_AFR
HG03084	1000g_AFR
HG03085	1000g_AFR
HG03086	1000g_AFR
HG03088	1000g_AFR
HG03091	1000g_AFR
HG03095	1000g_AFR
HG03096	1000g_AFR
HG03097	1000g_AFR
HG03099	1000g_AFR
HG03100	1000g_AFR
HG03103	1000g_AFR
HG03105	1000g_AFR
HG03108	1000g_AFR
HG03109	1000g_AFR
HG03111	1000g_AFR
HG03112	1000g_AFR
HG03114	1000g_AFR
HG03115	1000g_AFR
HG03117	1000g_AFR
HG03118	1000g_AFR
HG03120	1000g_AFR
HG03121	1000g_AFR
HG03123	1000g_AFR
HG03124	1000g_AFR
HG03126	1000g_AFR
HG03127	1000g_AFR
HG03129	1000g_AFR
HG03130	1000g_AFR
HG03132	1000g_AFR
HG03133	1000g_AFR
HG03135	1000g_AFR
HG03136	1000g_AFR
HG03139	1000g_AFR
HG03157	1000g_AFR
HG03159	1000g_AFR
HG03160	1000g_AFR
HG03162	1000g_AFR
HG03163	1000g_AFR
HG03166	1000g_AFR
HG03168	1000g_AFR
HG03169	1000g_AFR
HG03172	1000g_AFR
HG03175	1000g_AFR
HG03189	1000g_AFR
HG03190	1000g_AFR
HG03193	1000g_AFR
HG03195	1000g_AFR
HG03196	1000g_AFR
HG03198	1000g_AFR
HG03199	1000g_AFR
HG03202	1000g_AFR
HG03209	1000g_AFR
HG03212	1000g_AFR
HG03224	1000g_AFR
HG03225	1000g_AFR
HG03228	1000g_SAS
HG03229	1000g_SAS
HG03234	1000g_SAS
HG03235	1000g_SAS
HG03237	1000g_SAS
HG03238	1000g_SAS
HG03240	1000g_AFR
HG03241	1000g_AFR
HG03246	1000g_AFR
HG03247	1000g_AFR
HG03258	1000g_AFR
HG03259	1000g_AFR
HG03265	1000g_AFR
HG03267	1000g_AFR
HG03268	1000g_AFR
HG03270	1000g_AFR
HG03271	1000g_AFR
HG03279	1000g_AFR
HG03280	1000g_AFR
HG03291	1000g_AFR
HG03294	1000g_AFR
HG03295	1000g_AFR
HG03297	1000g_AFR
HG03298	1000g_AFR
HG03300	1000g_AFR
HG03301	1000g_AFR
HG03303	1000g_AFR
HG03304	1000g_AFR
HG03311	1000g_AFR
HG03313	1000g_AFR
HG03342	1000g_AFR
HG03343	1000g_AFR
HG03351	1000g_AFR
HG03352	1000g_AFR
HG03354	1000g_AFR
HG03363	1000g_AFR
HG03366	1000g_AFR
HG03367	1000g_AFR
HG03369	1000g_AFR
HG03370	1000g_AFR
HG03372	1000g_AFR
HG03376	1000g_AFR
HG03378	1000g_AFR
HG03380	1000g_AFR
HG03382	1000g_AFR
HG03385	1000g_AFR
HG03388	1000g_AFR
HG03391	1000g_AFR
HG03394	1000g_AFR
HG03397	1000g_AFR
HG03401	1000g_AFR
HG03410	1000g_AFR
HG03419	1000g_AFR
HG03428	1000g_AFR
HG03432	1000g_AFR
HG03433	1000g_AFR
HG03436	1000g_AFR
HG03437	1000g_AFR
HG03439	1000g_AFR
HG03442	1000g_AFR
HG03445	1000g_AFR
HG03446	1000g_AFR
HG03449	1000g_AFR
HG03451	1000g_AFR
HG03452	1000g_AFR
HG03455	1000g_AFR
HG03457	1000g_AFR
HG03458	1000g_AFR
HG03460	1000g_AFR
HG03461	1000g_AFR
HG03464	1000g_AFR
HG03469	1000g_AFR
HG03470	1000g_AFR
HG03472	1000g_AFR
HG03473	1000g_AFR
HG03476	1000g_AFR
HG03478	1000g_AFR
HG03479	1000g_AFR
HG03484	1000g_AFR
HG03485	1000g_AFR
HG03488	1000g_SAS
HG03490	1000g_SAS
HG03491	1000g_SAS
HG03499	1000g_AFR
HG03511	1000g_AFR
HG03514	1000g_AFR
HG03515	1000g_AFR
HG03517	1000g_AFR
HG03518	1000g_AFR
HG03520	1000g_AFR
HG03521	1000g_AFR
HG03538	1000g_AFR
HG03539	1000g_AFR
HG03547	1000g_AFR
HG03548	1000g_AFR
HG03556	1000g_AFR
HG03557	1000g_AFR
HG03558	1000g_AFR
HG03559	1000g_AFR
HG03563	1000g_AFR
HG03565	1000g_AFR
HG03567	1000g_AFR
HG03571	1000g_AFR
HG03572	1000g_AFR
HG03575	1000g_AFR
HG03577	1000g_AFR
HG03578	1000g_AFR
HG03583	1000g_AFR
HG03585	1000g_SAS
HG03589	1000g_SAS
HG03593	1000g_SAS
HG03594	1000g_SAS
HG03595	1000g_SAS
HG03598	1000g_SAS
HG03600	1000g_SAS
HG03603	1000g_SAS
HG03604	1000g_SAS
HG03607	1000g_SAS
HG03611	1000g_SAS
HG03615	1000g_SAS
HG03616	1000g_SAS
HG03619	1000g_SAS
HG03624	1000g_SAS
HG03625	1000g_SAS
HG03629	1000g_SAS
HG03631	1000g_SAS
HG03634	1000g_SAS
HG03636	1000g_SAS
HG03640	1000g_SAS
HG03642	1000g_SAS
HG03643	1000g_SAS
HG03644	1000g_SAS
HG03645	1000g_SAS
HG03646	1000g_SAS
HG03649	1000g_SAS
HG03652	1000g_SAS
HG03653	1000g_SAS
HG03660	1000g_SAS
HG03663	1000g_SAS
HG03667	1000g_SAS
HG03668	1000g_SAS
HG03672	1000g_SAS
HG03673	1000g_SAS
HG03679	1000g_SAS
HG03680	1000g_SAS
HG03681	1000g_SAS
HG03684	1000g_SAS
HG03685	1000g_SAS
HG03686	1000g_SAS
HG03687	1000g_SAS
HG03689	1000g_SAS
HG03690	1000g_SAS
HG03691	1000g_SAS
HG03692	1000g_SAS
HG03693	1000g_SAS
HG03694	1000g_SAS
HG03695	1000g_SAS
HG03696	1000g_SAS
HG03697	1000g_SAS
HG03698	1000g_SAS
HG03702	1000g_SAS
HG03703	1000g_SAS
HG03705	1000g_SAS
HG03706	1000g_SAS
HG03708	1000g_SAS
HG03709	1000g_SAS
HG03711	1000g_SAS
HG03713	1000g_SAS
HG03714	1000g_SAS
HG03716	1000g_SAS
HG03717	1000g_SAS
HG03718	1000g_SAS
HG03720	1000g_SAS
HG03722	1000g_SAS
HG03727	1000g_SAS
HG03729	1000g_SAS
HG03730	1000g_SAS
HG03731	1000g_SAS
HG03733	1000g_SAS
HG03736	1000g_SAS
HG03738	1000g_SAS
HG03740	1000g_SAS
HG03741	1000g_SAS
HG03742	1000g_SAS
HG03743	1000g_SAS
HG03744	1000g_SAS
HG03745	1000g_SAS
HG03746	1000g_SAS
HG03750	1000g_SAS
HG03752	1000g_SAS
HG03753	1000g_SAS
HG03754	1000g_SAS
HG03755	1000g_SAS
HG03756	1000g_SAS
HG03757	1000g_SAS
HG03760	1000g_SAS
HG03762	1000g_SAS
HG03765	1000g_SAS
HG03767	1000g_SAS
HG03770	1000g_SAS
HG03771	1000g_SAS
HG03772	1000g_SAS
HG03773	1000g_SAS
HG03774	1000g_SAS
HG03775	1000g_SAS
HG03777	1000g_SAS
HG03778	1000g_SAS
HG03779	1000g_SAS
HG03780	1000g_SAS
HG03781	1000g_SAS
HG03782	1000g_SAS
HG03784	1000g_SAS
HG03785	1000g_SAS
HG03786	1000g_SAS
HG03787	1000g_SAS
HG03788	1000g_SAS
HG03789	1000g_SAS
HG03790	1000g_SAS
HG03792	1000g_SAS
HG03793	1000g_SAS
HG03796	1000g_SAS
HG03800	1000g_SAS
HG03802	1000g_SAS
HG03803	1000g_SAS
HG03805	1000g_SAS
HG03808	1000g_SAS
HG03809	1000g_SAS
HG03812	1000g_SAS
HG03814	1000g_SAS
HG03815	1000g_SAS
HG03817	1000g_SAS
HG03821	1000g_SAS
HG03823	1000g_SAS
HG03824	1000g_SAS
HG03826	1000g_SAS
HG03829	1000g_SAS
HG03830	1000g_SAS
HG03832	1000g_SAS
HG03833	1000g_SAS
HG03836	1000g_SAS
HG03837	1000g_SAS
HG03838	1000g_SAS
HG03844	1000g_SAS
HG03846	1000g_SAS
HG03848	1000g_SAS
HG03849	1000g_SAS
HG03850	1000g_SAS
HG03851	1000g_SAS
HG03854	1000g_SAS
HG03856	1000g_SAS
HG03857	1000g_SAS
HG03858	1000g_SAS
HG03861	1000g_SAS
HG03862	1000g_SAS
HG03863	1000g_SAS
HG03864	1000g_SAS
HG03866	1000g_SAS
HG03867	1000g_SAS
HG03868	1000g_SAS
HG03869	1000g_SAS
HG03870	1000g_SAS
HG03871	1000g_SAS
HG03872	1000g_SAS
HG03873	1000g_SAS
HG03874	1000g_SAS
HG03875	1000g_SAS
HG03882	1000g_SAS
HG03884	1000g_SAS
HG03885	1000g_SAS
HG03886	1000g_SAS
HG03887	1000g_SAS
HG03888	1000g_SAS
HG03890	1000g_SAS
HG03894	1000g_SAS
HG03895	1000g_SAS
HG03896	1000g_SAS
HG03897	1000g_SAS
HG03898	1000g_SAS
HG03899	1000g_SAS
HG03900	1000g_SAS
HG03902	1000g_SAS
HG03905	1000g_SAS
HG03907	1000g_SAS
HG03908	1000g_SAS
HG03910	1000g_SAS
HG03911	1000g_SAS
HG03913	1000g_SAS
HG03914	1000g_SAS
HG03916	1000g_SAS
HG03917	1000g_SAS
HG03919	1000g_SAS
HG03920	1000g_SAS
HG03922	1000g_SAS
HG03925	1000g_SAS
HG03926	1000g_SAS
HG03928	1000g_SAS
HG03931	1000g_SAS
HG03934	1000g_SAS
HG03937	1000g_SAS
HG03940	1000g_SAS
HG03941	1000g_SAS
HG03943	1000g_SAS
HG03944	1000g_SAS
HG03945	1000g_SAS
HG03947	1000g_SAS
HG03949	1000g_SAS
HG03950	1000g_SAS
HG03951	1000g_SAS
HG03953	1000g_SAS
HG03955	1000g_SAS
HG03960	1000g_SAS
HG03963	1000g_SAS
HG03965	1000g_SAS
HG03967	1000g_SAS
HG03968	1000g_SAS
HG03969	1000g_SAS
HG03971	1000g_SAS
HG03973	1000g_SAS
HG03974	1000g_SAS
HG03976	1000g_SAS
HG03977	1000g_SAS
HG03978	1000g_SAS
HG03985	1000g_SAS
HG03986	1000g_SAS
HG03989	1000g_SAS
HG03990	1000g_SAS
HG03991	1000g_SAS
HG03995	1000g_SAS
HG03998	1000g_SAS
HG03999	1000g_SAS
HG04001	1000g_SAS
HG04002	1000g_SAS
HG04003	1000g_SAS
HG04006	1000g_SAS
HG04014	1000g_SAS
HG04015	1000g_SAS
HG04017	1000g_SAS
HG04018	1000g_SAS
HG04019	1000g_SAS
HG04020	1000g_SAS
HG04022	1000g_SAS
HG04023	1000g_SAS
HG04025	1000g_SAS
HG04026	1000g_SAS
HG04029	1000g_SAS
HG04033	1000g_SAS
HG04035	1000g_SAS
HG04038	1000g_SAS
HG04039	1000g_SAS
HG04042	1000g_SAS
HG04047	1000g_SAS
HG04054	1000g_SAS
HG04056	1000g_SAS
HG04059	1000g_SAS
HG04060	1000g_SAS
HG04061	1000g_SAS
HG04062	1000g_SAS
HG04063	1000g_SAS
HG04070	1000g_SAS
HG04075	1000g_SAS
HG04076	1000g_SAS
HG04080	1000g_SAS
HG04090	1000g_SAS
HG04093	1000g_SAS
HG04094	1000g_SAS
HG04096	1000g_SAS
HG04098	1000g_SAS
HG04099	1000g_SAS
HG04100	1000g_SAS
HG04106	1000g_SAS
HG04107	1000g_SAS
HG04118	1000g_SAS
HG04131	1000g_SAS
HG04134	1000g_SAS
HG04140	1000g_SAS
HG04141	1000g_SAS
HG04144	1000g_SAS
HG04146	1000g_SAS
HG04152	1000g_SAS
HG04153	1000g_SAS
HG04155	1000g_SAS
HG04156	1000g_SAS
HG04158	1000g_SAS
HG04159	1000g_SAS
HG04161	1000g_SAS
HG04162	1000g_SAS
HG04164	1000g_SAS
HG04171	1000g_SAS
HG04173	1000g_SAS
HG04176	1000g_SAS
HG04177	1000g_SAS
HG04180	1000g_SAS
HG04182	1000g_SAS
HG04183	1000g_SAS
HG04185	1000g_SAS
HG04186	1000g_SAS
HG04188	1000g_SAS
HG04189	1000g_SAS
HG04194	1000g_SAS
HG04195	1000g_SAS
HG04198	1000g_SAS
HG04200	1000g_SAS
HG04202	1000g_SAS
HG04206	1000g_SAS
HG04209	1000g_SAS
HG04210	1000g_SAS
HG04211	1000g_SAS
HG04212	1000g_SAS
HG04214	1000g_SAS
HG04216	1000g_SAS
HG04219	1000g_SAS
HG04222	1000g_SAS
HG04225	1000g_SAS
HG04227	1000g_SAS
HG04229	1000g_SAS
HG04235	1000g_SAS
HG04238	1000g_SAS
HG04239	1000g_SAS
NA06984	1000g_EUR
NA06985	1000g_EUR
NA06986	1000g_EUR
NA06989	1000g_EUR
NA06994	1000g_EUR
NA07000	1000g_EUR
NA07037	1000g_EUR
NA07048	1000g_EUR
NA07051	1000g_EUR
NA07056	1000g_EUR
NA07347	1000g_EUR
NA07357	1000g_EUR
NA10847	1000g_EUR
NA10851	1000g_EUR
NA11829	1000g_EUR
NA11830	1000g_EUR
NA11831	1000g_EUR
NA11832	1000g_EUR
NA11840	1000g_EUR
NA11843	1000g_EUR
NA11881	1000g_EUR
NA11892	1000g_EUR
NA11893	1000g_EUR
NA11894	1000g_EUR
NA11918	1000g_EUR
NA11919	1000g_EUR
NA11920	1000g_EUR
NA11930	1000g_EUR
NA11931	1000g_EUR
NA11932	1000g_EUR
NA11933	1000g_EUR
NA11992	1000g_EUR
NA11994	1000g_EUR
NA11995	1000g_EUR
NA12003	1000g_EUR
NA12004	1000g_EUR
NA12005	1000g_EUR
NA12006	1000g_EUR
NA12043	1000g_EUR
NA12044	1000g_EUR
NA12045	1000g_EUR
NA12046	1000g_EUR
NA12058	1000g_EUR
NA12144	1000g_EUR
NA12154	1000g_EUR
NA12155	1000g_EUR
NA12156	1000g_EUR
NA12234	1000g_EUR
NA12249	1000g_EUR
NA12272	1000g_EUR
NA12273	1000g_EUR
NA12275	1000g_EUR
NA12282	1000g_EUR
NA12283	1000g_EUR
NA12286	1000g_EUR
NA12287	1000g_EUR
NA12340	1000g_EUR
NA12341	1000g_EUR
NA12342	1000g_EUR
NA12347	1000g_EUR
NA12348	1000g_EUR
NA12383	1000g_EUR
NA12399	1000g_EUR
NA12400	1000g_EUR
NA12413	1000g_EUR
NA12414	1000g_EUR
NA12489	1000g_EUR
NA12546	1000g_EUR
NA12716	1000g_EUR
NA12717	1000g_EUR
NA12718	1000g_EUR
NA12748	1000g_EUR
NA12749	1000g_EUR
NA12750	1000g_EUR
NA12751	1000g_EUR
NA12760	1000g_EUR
NA12761	1000g_EUR
NA12762	1000g_EUR
NA12763	1000g_EUR
NA12775	1000g_EUR
NA12776	1000g_EUR
NA12777	1000g_EUR
NA12778	1000g_EUR
NA12812	1000g_EUR
NA12813	1000g_EUR
NA12814	1000g_EUR
NA12815	1000g_EUR
NA12827	1000g_EUR
NA12828	1000g_EUR
NA12829	1000g_EUR
NA12830	1000g_EUR
NA12842	1000g_EUR
NA12843	1000g_EUR
NA12872	1000g_EUR
NA12873	1000g_EUR
NA12874	1000g_EUR
NA12878	1000g_EUR
NA12889	1000g_EUR
NA12890	1000g_EUR
NA18486	1000g_AFR
NA18488	1000g_AFR
NA18489	1000g_AFR
NA18498	1000g_AFR
NA18499	1000g_AFR
NA18501	1000g_AFR
NA18502	1000g_AFR
NA18504	1000g_AFR
NA18505	1000g_AFR
NA18507	1000g_AFR
NA18508	1000g_AFR
NA18510	1000g_AFR
NA18511	1000g_AFR
NA18516	1000g_AFR
NA18517	1000g_AFR
NA18519	1000g_AFR
NA18520	1000g_AFR
NA18522	1000g_AFR
NA18523	1000g_AFR
NA18525	1000g_EAS
NA18526	1000g_EAS
NA18528	1000g_EAS
NA18530	1000g_EAS
NA18531	1000g_EAS
NA18532	1000g_EAS
NA18533	1000g_EAS
NA18534	1000g_EAS
NA18535	1000g_EAS
NA18536	1000g_EAS
NA18537	1000g_EAS
NA18538	1000g_EAS
NA18539	1000g_EAS
NA18541	1000g_EAS
NA18542	1000g_EAS
NA18543	1000g_EAS
NA18544	1000g_EAS
NA18545	1000g_EAS
NA18546	1000g_EAS
NA18547	1000g_EAS
NA18548	1000g_EAS
NA18549	1000g_EAS
NA18550	1000g_EAS
NA18552	1000g_EAS
NA18553	1000g_EAS
NA18555	1000g_EAS
NA18557	1000g_EAS
NA18558	1000g_EAS
NA18559	1000g_EAS
NA18560	1000g_EAS
NA18561	1000g_EAS
NA18562	1000g_EAS
NA18563	1000g_EAS
NA18564	1000g_EAS
NA18565	1000g_EAS
NA18566	1000g_EAS
NA18567	1000g_EAS
NA18570	1000g_EAS
NA18571	1000g_EAS
NA18572	1000g_EAS
NA18573	1000g_EAS
NA18574	1000g_EAS
NA18577	1000g_EAS
NA18579	1000g_EAS
NA18582	1000g_EAS
NA18591	1000g_EAS
NA18592	1000g_EAS
NA18593	1000g_EAS
NA18595	1000g_EAS
NA18596	1000g_EAS
NA18597	1000g_EAS
NA18599	1000g_EAS
NA18602	1000g_EAS
NA18603	1000g_EAS
NA18605	1000g_EAS
NA18606	1000g_EAS
NA18608	1000g_EAS
NA18609	1000g_EAS
NA18610	1000g_EAS
NA18611	1000g_EAS
NA18612	1000g_EAS
NA18613	1000g_EAS
NA18614	1000g_EAS
NA18615	1000g_EAS
NA18616	1000g_EAS
NA18617	1000g_EAS
NA18618	1000g_EAS
NA18619	1000g_EAS
NA18620	1000g_EAS
NA18621	1000g_EAS
NA18622	1000g_EAS
NA18623	1000g_EAS
NA18624	1000g_EAS
NA18625	1000g_EAS
NA18626	1000g_EAS
NA18627	1000g_EAS
NA18628	1000g_EAS
NA18629	1000g_EAS
NA18630	1000g_EAS
NA18631	1000g_EAS
NA18632	1000g_EAS
NA18633	1000g_EAS
NA18634	1000g_EAS
NA18635	1000g_EAS
NA18636	1000g_EAS
NA18637	1000g_EAS
NA18638	1000g_EAS
NA18639	1000g_EAS
NA18640	1000g_EAS
NA18641	1000g_EAS
NA18642	1000g_EAS
NA18643	1000g_EAS
NA18644	1000g_EAS
NA18645	1000g_EAS
NA18646	1000g_EAS
NA18647	1000g_EAS
NA18648	1000g_EAS
NA18740	1000g_EAS
NA18745	1000g_EAS
NA18747	1000g_EAS
NA18748	1000g_EAS
NA18749	1000g_EAS
NA18757	1000g_EAS
NA18853	1000g_AFR
NA18856	1000g_AFR
NA18858	1000g_AFR
NA18861	1000g_AFR
NA18864	1000g_AFR
NA18865	1000g_AFR
NA18867	1000g_AFR
NA18868	1000g_AFR
NA18870	1000g_AFR
NA18871	1000g_AFR
NA18873	1000g_AFR
NA18874	1000g_AFR
NA18876	1000g_AFR
NA18877	1000g_AFR
NA18878	1000g_AFR
NA18879	1000g_AFR
NA18881	1000g_AFR
NA18907	1000g_AFR
NA18908	1000g_AFR
NA18909	1000g_AFR
NA18910	1000g_AFR
NA18912	1000g_AFR
NA18915	1000g_AFR
NA18916	1000g_AFR
NA18917	1000g_AFR
NA18923	1000g_AFR
NA18924	1000g_AFR
NA18933	1000g_AFR
NA18934	1000g_AFR
NA18939	1000g_EAS
NA18940	1000g_EAS
NA18941	1000g_EAS
NA18942	1000g_EAS
NA18943	1000g_EAS
NA18944	1000g_EAS
NA18945	1000g_EAS
NA18946	1000g_EAS
NA18947	1000g_EAS
NA18948	1000g_EAS
NA18949	1000g_EAS
NA18950	1000g_EAS
NA18951	1000g_EAS
NA18952	1000g_EAS
NA18953	1000g_EAS
NA18954	1000g_EAS
NA18956	1000g_EAS
NA18957	1000g_EAS
NA18959	1000g_EAS
NA18960	1000g_EAS
NA18961	1000g_EAS
NA18962	1000g_EAS
NA18963	1000g_EAS
NA18964	1000g_EAS
NA18965	1000g_EAS
NA18966	1000g_EAS
NA18967	1000g_EAS
NA18968	1000g_EAS
NA18969	1000g_EAS
NA18970	1000g_EAS
NA18971	1000g_EAS
NA18972	1000g_EAS
NA18973	1000g_EAS
NA18974	1000g_EAS
NA18975	1000g_EAS
NA18976	1000g_EAS
NA18977	1000g_EAS
NA18978	1000g_EAS
NA18979	1000g_EAS
NA18980	1000g_EAS
NA18981	1000g_EAS
NA18982	1000g_EAS
NA18983	1000g_EAS
NA18984	1000g_EAS
NA18985	1000g_EAS
NA18986	1000g_EAS
NA18987	1000g_EAS
NA18988	1000g_EAS
NA18989	1000g_EAS
NA18990	1000g_EAS
NA18991	1000g_EAS
NA18992	1000g_EAS
NA18993	1000g_EAS
NA18994	1000g_EAS
NA18995	1000g_EAS
NA18997	1000g_EAS
NA18998	1000g_EAS
NA18999	1000g_EAS
NA19000	1000g_EAS
NA19001	1000g_EAS
NA19002	1000g_EAS
NA19003	1000g_EAS
NA19004	1000g_EAS
NA19005	1000g_EAS
NA19006	1000g_EAS
NA19007	1000g_EAS
NA19009	1000g_EAS
NA19010	1000g_EAS
NA19011	1000g_EAS
NA19012	1000g_EAS
NA19017	1000g_AFR
NA19019	1000g_AFR
NA19020	1000g_AFR
NA19023	1000g_AFR
NA19024	1000g_AFR
NA19025	1000g_AFR
NA19026	1000g_AFR
NA19027	1000g_AFR
NA19028	1000g_AFR
NA19030	1000g_AFR
NA19031	1000g_AFR
NA19035	1000g_AFR
NA19036	1000g_AFR
NA19037	1000g_AFR
NA19038	1000g_AFR
NA19041	1000g_AFR
NA19042	1000g_AFR
NA19043	1000g_AFR
NA19054	1000g_EAS
NA19055	1000g_EAS
NA19056	1000g_EAS
NA19057	1000g_EAS
NA19058	1000g_EAS
NA19059	1000g_EAS
NA19060	1000g_EAS
NA19062	1000g_EAS
NA19063	1000g_EAS
NA19064	1000g_EAS
NA19065	1000g_EAS
NA19066	1000g_EAS
NA19067	1000g_EAS
NA19068	1000g_EAS
NA19070	1000g_EAS
NA19072	1000g_EAS
NA19074	1000g_EAS
NA19075	1000g_EAS
NA19076	1000g_EAS
NA19077	1000g_EAS
NA19078	1000g_EAS
NA19079	1000g_EAS
NA19080	1000g_EAS
NA19081	1000g_EAS
NA19082	1000g_EAS
NA19083	1000g_EAS
NA19084	1000g_EAS
NA19085	1000g_EAS
NA19086	1000g_EAS
NA19087	1000g_EAS
NA19088	1000g_EAS
NA19089	1000g_EAS
NA19090	1000g_EAS
NA19091	1000g_EAS
NA19092	1000g_AFR
NA19093	1000g_AFR
NA19095	1000g_AFR
NA19096	1000g_AFR
NA19098	1000g_AFR
NA19099	1000g_AFR
NA19102	1000g_AFR
NA19107	1000g_AFR
NA19108	1000g_AFR
NA19113	1000g_AFR
NA19114	1000g_AFR
NA19116	1000g_AFR
NA19117	1000g_AFR
NA19118	1000g_AFR
NA19119	1000g_AFR
NA19121	1000g_AFR
NA19129	1000g_AFR
NA19130	1000g_AFR
NA19131	1000g_AFR
NA19137	1000g_AFR
NA19138	1000g_AFR
NA19141	1000g_AFR
NA19143	1000g_AFR
NA19144	1000g_AFR
NA19146	1000g_AFR
NA19147	1000g_AFR
NA19149	1000g_AFR
NA19152	1000g_AFR
NA19153	1000g_AFR
NA19159	1000g_AFR
NA19160	1000g_AFR
NA19171	1000g_AFR
NA19172	1000g_AFR
NA19175	1000g_AFR
NA19184	1000g_AFR
NA19185	1000g_AFR
NA19189	1000g_AFR
NA19190	1000g_AFR
NA19197	1000g_AFR
NA19198	1000g_AFR
NA19200	1000g_AFR
NA19201	1000g_AFR
NA19204	1000g_AFR
NA19206	1000g_AFR
NA19207	1000g_AFR
NA19209	1000g_AFR
NA19210	1000g_AFR
NA19213	1000g_AFR
NA19214	1000g_AFR
NA19222	1000g_AFR
NA19223	1000g_AFR
NA19225	1000g_AFR
NA19235	1000g_AFR
NA19236	1000g_AFR
NA19238	1000g_AFR
NA19239	1000g_AFR
NA19247	1000g_AFR
NA19248	1000g_AFR
NA19256	1000g_AFR
NA19257	1000g_AFR
NA19307	1000g_AFR
NA19308	1000g_AFR
NA19309	1000g_AFR
NA19310	1000g_AFR
NA19312	1000g_AFR
NA19314	1000g_AFR
NA19315	1000g_AFR
NA19316	1000g_AFR
NA19317	1000g_AFR
NA19318	1000g_AFR
NA19319	1000g_AFR
NA19320	1000g_AFR
NA19321	1000g_AFR
NA19323	1000g_AFR
NA19324	1000g_AFR
NA19327	1000g_AFR
NA19328	1000g_AFR
NA19331	1000g_AFR
NA19332	1000g_AFR
NA19334	1000g_AFR
NA19338	1000g_AFR
NA19346	1000g_AFR
NA19347	1000g_AFR
NA19350	1000g_AFR
NA19351	1000g_AFR
NA19355	1000g_AFR
NA19360	1000g_AFR
NA19372	1000g_AFR
NA19374	1000g_AFR
NA19375	1000g_AFR
NA19376	1000g_AFR
NA19377	1000g_AFR
NA19378	1000g_AFR
NA19379	1000g_AFR
NA19380	1000g_AFR
NA19383	1000g_AFR
NA19384	1000g_AFR
NA19385	1000g_AFR
NA19390	1000g_AFR
NA19391	1000g_AFR
NA19393	1000g_AFR
NA19394	1000g_AFR
NA19395	1000g_AFR
NA19397	1000g_AFR
NA19399	1000g_AFR
NA19401	1000g_AFR
NA19403	1000g_AFR
NA19404	1000g_AFR
NA19428	1000g_AFR
NA19429	1000g_AFR
NA19430	1000g_AFR
NA19431	1000g_AFR
NA19434	1000g_AFR
NA19435	1000g_AFR
NA19436	1000g_AFR
NA19437	1000g_AFR
NA19438	1000g_AFR
NA19439	1000g_AFR
NA19440	1000g_AFR
NA19443	1000g_AFR
